verdict,group,path,bytes,class,purpose,sha256,evidence,referencers,git,backup,risk,approved
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MF_Unarmed_Walk_Bwd_Right.uasset,468601,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MF_Unarmed_Walk_Fwd.uasset,469393,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MF_Unarmed_Walk_Fwd_Left.uasset,468268,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MF_Unarmed_Walk_Fwd_Right.uasset,468273,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MF_Unarmed_Walk_Left.uasset,469401,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MF_Unarmed_Walk_Right.uasset,469394,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MM_Fall_Loop.uasset,468575,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/ABP_Playable_Huohua,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MM_Idle1.uasset,468466,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/ABP_Playable_Huohua,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MM_Jump.uasset,468559,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/ABP_Playable_Huohua,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PLAY_MM_Land.uasset,468719,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/ABP_Playable_Huohua,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_ABP_EvernightMoon_Unarmed.uasset,385820,AnimBlueprint,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_ABP_Remiel_Unarmed.uasset,383868,AnimBlueprint,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_BS_Idle_Walk_Run.uasset,51620,BlendSpace,蓝图 / 数据 / 其他资源,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_Remiel_Unarmed; /Game/Presentation/Animation/ABP_Playable_Remiel,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_BS_Idle_Walk_Run1.uasset,53091,BlendSpace,蓝图 / 数据 / 其他资源,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_EvernightMoon_Unarmed; /Game/Presentation/Animation/ABP_Playable_EvernightMoon,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Bwd.uasset,1011151,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Bwd1.uasset,461502,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Bwd_Left.uasset,1010013,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Bwd_Left1.uasset,460364,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Bwd_Right.uasset,1010018,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Bwd_Right1.uasset,460369,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Fwd.uasset,1011135,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Fwd1.uasset,461486,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Fwd_Left.uasset,1010013,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Fwd_Left1.uasset,460354,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Fwd_Right.uasset,1010018,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Fwd_Right1.uasset,460369,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Left.uasset,1011143,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Left1.uasset,461484,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Right.uasset,1011151,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Jog_Right1.uasset,461502,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Bwd.uasset,1011171,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Bwd1.uasset,461522,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Bwd_Left.uasset,1010057,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Bwd_Left1.uasset,460396,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Bwd_Right.uasset,1010062,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Bwd_Right1.uasset,460413,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Fwd.uasset,1010854,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Fwd1.uasset,461205,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Fwd_Left.uasset,1009729,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Fwd_Left1.uasset,460080,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Fwd_Right.uasset,1009734,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Fwd_Right1.uasset,460085,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Left.uasset,1010862,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Left1.uasset,461213,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Right.uasset,1010855,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MF_Unarmed_Walk_Right1.uasset,461206,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Fall_Loop.uasset,1010036,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_Remiel_Unarmed; /Game/Presentation/Animation/ABP_Playable_Remiel,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Fall_Loop1.uasset,460387,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_EvernightMoon_Unarmed; /Game/Presentation/Animation/ABP_Playable_EvernightMoon,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Idle1.uasset,1009927,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run; /Game/Presentation/Animation/PR_ABP_Remiel_Unarmed; /Game/Presentation/Animation/ABP_Playable_Remiel,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Idle2.uasset,460273,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_BS_Idle_Walk_Run1; /Game/Presentation/Animation/PR_ABP_EvernightMoon_Unarmed; /Game/Presentation/Animation/ABP_Playable_EvernightMoon,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Jump.uasset,1010020,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_Remiel_Unarmed; /Game/Presentation/Animation/ABP_Playable_Remiel,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Jump1.uasset,460371,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_EvernightMoon_Unarmed; /Game/Presentation/Animation/ABP_Playable_EvernightMoon,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Land.uasset,1010180,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_Remiel_Unarmed; /Game/Presentation/Animation/ABP_Playable_Remiel,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/PR_MM_Land1.uasset,460520,AnimSequence,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),/Game/Presentation/Animation/PR_ABP_EvernightMoon_Unarmed; /Game/Presentation/Animation/ABP_Playable_EvernightMoon,untracked,external local archive + SHA-256 manifest required,中,NO
待核实,Content/Presentation/Animation,Content/Presentation/Animation/RTG_Combat_EvernightMoon.uasset,23824,IKRetargeter,角色 / 动作 / 重定向,,test / authoring dependency: Tools/Presentation/author_combat_animations.py (dynamic folder); Tools/Presentation/author_complete_defeat.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder); Tools/Presentation/finalize_party_animation.py (dynamic folder),,untracked,external local archive + SHA-256 manifest required,中,NO
